Product_ID,Material_Type,Product_Weight_g,Fragility,Recyclable,Transport_Mode,LCA_Emission_kgCO2,Packaging_Option
P1370,Bioplastic,154,Low,No,Sea,0.108,Paper Wrap
P1371,Paper,1123,High,Yes,Land,1.011,Paper Wrap
P1372,Ceramic,1912,Low,Yes,Sea,2.294,Bio Bubble Wrap
P1373,Paper,1858,High,Yes,Air,1.672,Paper Wrap
P1374,Metal,1803,Medium,Yes,Land,3.245,Recycled Cardboard
P1375,Paper,1153,High,No,Land,1.038,Paper Wrap
P1376,Plastic,1284,Medium,Yes,Sea,2.696,Recycled Cardboard
P1377,Ceramic,1091,High,Yes,Land,1.309,Bio Bubble Wrap
P1378,Paper,718,Medium,Yes,Land,0.646,Paper Wrap
P1379,Ceramic,1729,Low,Yes,Land,2.075,Bio Bubble Wrap
P1380,Ceramic,1321,Medium,No,Land,1.585,Bio Bubble Wrap
P1381,Metal,1348,High,Yes,Land,2.426,Paper Wrap
P1382,Glass,588,High,No,Air,0.882,Bio Bubble Wrap
P1383,Glass,886,Low,Yes,Land,1.329,Bio Bubble Wrap
P1384,Paper,615,Low,Yes,Air,0.553,Paper Wrap
P1385,Plastic,1480,Low,Yes,Sea,3.108,Recycled Cardboard
P1386,Bioplastic,530,Low,Yes,Sea,0.371,Paper Wrap
P1387,Metal,1045,High,Yes,Air,1.881,Recycled Cardboard
P1388,Plastic,1729,Low,Yes,Air,3.631,Recycled Cardboard
P1389,Ceramic,1635,High,Yes,Air,1.962,Bio Bubble Wrap
P1390,Bioplastic,419,Medium,Yes,Sea,0.293,Paper Wrap
P1391,Glass,802,High,Yes,Air,1.203,Bio Bubble Wrap
P1392,Paper,1095,High,Yes,Sea,0.986,Paper Wrap
P1393,Paper,1193,Medium,Yes,Land,1.074,Paper Wrap
P1394,Paper,1850,Medium,Yes,Air,1.665,Paper Wrap
P1395,Ceramic,893,Low,No,Sea,1.072,Bio Bubble Wrap
P1396,Bioplastic,502,Low,Yes,Sea,0.351,Paper Wrap
P1397,Bioplastic,990,Medium,Yes,Air,0.693,Paper Wrap
P1398,Paper,521,High,Yes,Land,0.469,Paper Wrap
P1399,Ceramic,871,High,No,Sea,1.045,Bio Bubble Wrap
P1400,Ceramic,1253,Low,No,Sea,1.504,Bio Bubble Wrap
P1401,Glass,1755,High,Yes,Sea,2.632,Bio Bubble Wrap
P1402,Glass,1080,Low,Yes,Air,1.62,Bio Bubble Wrap
P1403,Ceramic,399,Medium,Yes,Sea,0.479,Bio Bubble Wrap
P1404,Bioplastic,393,Medium,Yes,Sea,0.275,Paper Wrap
P1405,Plastic,461,Low,Yes,Air,0.968,Recycled Cardboard
P1406,Glass,1583,Low,Yes,Sea,2.374,Bio Bubble Wrap
P1407,Paper,1997,Low,Yes,Air,1.797,Paper Wrap
P1408,Metal,1933,Medium,Yes,Land,3.479,Minimalist Pouch
P1409,Plastic,684,High,No,Sea,1.436,Recycled Cardboard
P1410,Paper,1388,Medium,Yes,Air,1.249,Paper Wrap
P1411,Paper,1620,Medium,Yes,Land,1.458,Paper Wrap
P1412,Bioplastic,888,High,No,Air,0.622,Paper Wrap
P1413,Plastic,1475,Low,Yes,Air,3.098,Recycled Cardboard
P1414,Ceramic,330,Low,Yes,Sea,0.396,Bio Bubble Wrap
P1415,Ceramic,929,Low,Yes,Sea,1.115,Bio Bubble Wrap
P1416,Metal,1993,Low,Yes,Air,3.587,Cornstarch Wrap
P1417,Metal,888,Medium,Yes,Air,1.598,Cornstarch Wrap
P1418,Bioplastic,1567,Low,Yes,Land,1.097,Paper Wrap
P1419,Bioplastic,1191,High,Yes,Sea,0.834,Paper Wrap
P1420,Paper,229,Low,No,Land,0.206,Paper Wrap
P1421,Bioplastic,967,Low,No,Air,0.677,Paper Wrap
P1422,Ceramic,497,Low,Yes,Land,0.596,Bio Bubble Wrap
P1423,Metal,136,High,No,Land,0.245,Mushroom Foam
P1424,Plastic,1207,High,Yes,Sea,2.535,Recycled Cardboard
P1425,Glass,1428,Low,Yes,Sea,2.142,Bio Bubble Wrap
P1426,Plastic,1687,Low,Yes,Air,3.543,Recycled Cardboard
P1427,Glass,865,High,Yes,Land,1.298,Bio Bubble Wrap
P1428,Bioplastic,1813,Low,No,Land,1.269,Paper Wrap
P1429,Ceramic,1636,Medium,No,Air,1.963,Bio Bubble Wrap
P1430,Plastic,426,Medium,No,Sea,0.895,Recycled Cardboard
P1431,Bioplastic,1112,High,Yes,Land,0.778,Paper Wrap
P1432,Bioplastic,371,Medium,Yes,Sea,0.26,Paper Wrap
P1433,Plastic,567,Low,Yes,Land,1.191,Recycled Cardboard
P1434,Paper,979,Medium,Yes,Air,0.881,Paper Wrap
P1435,Plastic,620,Low,No,Sea,1.302,Recycled Cardboard
P1436,Metal,1872,High,No,Sea,3.37,Recycled Cardboard
P1437,Metal,633,Low,Yes,Sea,1.139,Recycled Cardboard
P1438,Metal,1413,Low,Yes,Sea,2.543,Mushroom Foam
P1439,Ceramic,634,Low,Yes,Sea,0.761,Bio Bubble Wrap
P1440,Paper,544,Low,No,Land,0.49,Paper Wrap
P1441,Paper,1491,Low,No,Air,1.342,Paper Wrap
P1442,Bioplastic,1790,Medium,Yes,Sea,1.253,Paper Wrap
P1443,Bioplastic,1727,Medium,Yes,Air,1.209,Paper Wrap
P1444,Ceramic,710,Medium,Yes,Air,0.852,Bio Bubble Wrap
P1445,Metal,1049,High,Yes,Sea,1.888,Mushroom Foam
P1446,Paper,1976,High,Yes,Sea,1.778,Paper Wrap
P1447,Bioplastic,808,High,Yes,Land,0.566,Paper Wrap
P1448,Glass,1588,Medium,Yes,Air,2.382,Bio Bubble Wrap
P1449,Ceramic,1519,Low,Yes,Sea,1.823,Bio Bubble Wrap
P1450,Plastic,315,Medium,Yes,Air,0.661,Recycled Cardboard
P1451,Metal,692,Low,Yes,Air,1.246,Mushroom Foam
P1452,Ceramic,895,Low,No,Sea,1.074,Bio Bubble Wrap
P1453,Plastic,1239,Medium,Yes,Land,2.602,Recycled Cardboard
P1454,Metal,781,Low,Yes,Sea,1.406,Bio Bubble Wrap
P1455,Paper,760,Medium,Yes,Sea,0.684,Paper Wrap
P1456,Ceramic,1039,High,No,Sea,1.247,Bio Bubble Wrap
P1457,Metal,1540,Medium,No,Sea,2.772,Bio Bubble Wrap
P1458,Plastic,1063,Medium,Yes,Sea,2.232,Recycled Cardboard
P1459,Ceramic,1277,Low,Yes,Sea,1.532,Bio Bubble Wrap
P1460,Paper,967,Medium,No,Air,0.87,Paper Wrap
P1461,Bioplastic,1366,High,Yes,Air,0.956,Paper Wrap
P1462,Bioplastic,1879,High,Yes,Air,1.315,Paper Wrap
P1463,Paper,853,High,Yes,Land,0.768,Paper Wrap
P1464,Plastic,1024,Low,Yes,Land,2.15,Recycled Cardboard
P1465,Glass,887,Medium,Yes,Land,1.331,Bio Bubble Wrap
P1466,Glass,1674,High,Yes,Sea,2.511,Bio Bubble Wrap
P1467,Paper,139,Medium,Yes,Land,0.125,Paper Wrap
P1468,Metal,1108,Medium,Yes,Air,1.994,Recycled Cardboard
P1469,Glass,1057,Low,Yes,Sea,1.585,Bio Bubble Wrap
P1470,Plastic,992,High,Yes,Sea,2.083,Recycled Cardboard
P1471,Ceramic,319,Low,Yes,Sea,0.383,Bio Bubble Wrap
P1472,Paper,852,High,Yes,Sea,0.767,Paper Wrap
P1473,Metal,1017,Medium,Yes,Land,1.831,Cornstarch Wrap
P1474,Metal,1351,Low,Yes,Air,2.432,Recycled Cardboard
P1475,Metal,1158,High,Yes,Air,2.084,Mushroom Foam
P1476,Plastic,324,Low,No,Land,0.68,Recycled Cardboard
P1477,Bioplastic,259,Medium,No,Sea,0.181,Paper Wrap
P1478,Ceramic,1349,Medium,Yes,Air,1.619,Bio Bubble Wrap
P1479,Glass,898,Medium,Yes,Sea,1.347,Bio Bubble Wrap
P1480,Glass,1277,Medium,Yes,Land,1.915,Bio Bubble Wrap
P1481,Bioplastic,227,Medium,Yes,Air,0.159,Paper Wrap
P1482,Paper,990,Low,Yes,Air,0.891,Paper Wrap
P1483,Ceramic,1775,Low,Yes,Sea,2.13,Bio Bubble Wrap
P1484,Ceramic,154,Medium,Yes,Air,0.185,Bio Bubble Wrap
P1485,Metal,1960,Low,Yes,Sea,3.528,Recycled Cardboard
P1486,Paper,1087,Medium,Yes,Sea,0.978,Paper Wrap
P1487,Plastic,554,Low,No,Land,1.163,Recycled Cardboard
P1488,Metal,1555,Medium,Yes,Land,2.799,Cornstarch Wrap
P1489,Ceramic,933,High,Yes,Land,1.12,Bio Bubble Wrap
P1490,Ceramic,1023,Medium,Yes,Sea,1.228,Bio Bubble Wrap
P1491,Ceramic,819,Low,Yes,Sea,0.983,Bio Bubble Wrap
P1492,Metal,1057,Low,Yes,Land,1.903,Recycled Cardboard
P1493,Paper,1009,Low,Yes,Air,0.908,Paper Wrap
P1494,Metal,497,Medium,Yes,Sea,0.895,Bio Bubble Wrap
P1495,Glass,1590,Low,Yes,Air,2.385,Bio Bubble Wrap
P1496,Metal,1405,Low,Yes,Land,2.529,Cornstarch Wrap
P1497,Ceramic,741,Medium,Yes,Sea,0.889,Bio Bubble Wrap
P1498,Glass,125,Low,Yes,Sea,0.188,Bio Bubble Wrap
P1499,Bioplastic,690,High,Yes,Land,0.483,Paper Wrap
P1500,Bioplastic,1395,Medium,No,Air,0.976,Paper Wrap
P1501,Glass,1949,Medium,Yes,Sea,2.924,Bio Bubble Wrap
P1502,Glass,1576,Medium,Yes,Sea,2.364,Bio Bubble Wrap
P1503,Metal,171,Low,Yes,Sea,0.308,Paper Wrap
P1504,Bioplastic,1772,High,Yes,Land,1.24,Paper Wrap
P1505,Paper,1452,High,Yes,Land,1.307,Paper Wrap
P1506,Plastic,1961,Medium,Yes,Sea,4.118,Recycled Cardboard
P1507,Glass,1688,Low,Yes,Air,2.532,Bio Bubble Wrap
P1508,Plastic,1258,Low,Yes,Air,2.642,Recycled Cardboard
P1509,Bioplastic,534,Low,Yes,Air,0.374,Paper Wrap
P1510,Metal,452,Low,No,Air,0.814,Bio Bubble Wrap
P1511,Ceramic,327,Low,Yes,Sea,0.392,Bio Bubble Wrap
P1512,Metal,1603,Medium,Yes,Land,2.885,Cornstarch Wrap
P1513,Paper,427,Low,Yes,Air,0.384,Paper Wrap
P1514,Glass,1536,Low,Yes,Air,2.304,Bio Bubble Wrap
P1515,Plastic,171,Low,Yes,Air,0.359,Recycled Cardboard
P1516,Bioplastic,1516,High,Yes,Air,1.061,Paper Wrap
P1517,Plastic,596,Medium,Yes,Air,1.252,Recycled Cardboard
P1518,Glass,339,Medium,Yes,Air,0.508,Bio Bubble Wrap
P1519,Bioplastic,1761,Medium,Yes,Sea,1.233,Paper Wrap
P1520,Ceramic,241,Medium,Yes,Sea,0.289,Bio Bubble Wrap
P1521,Metal,340,Medium,Yes,Sea,0.612,Cornstarch Wrap
P1522,Paper,1250,Medium,Yes,Land,1.125,Paper Wrap
P1523,Plastic,720,Low,Yes,Air,1.512,Recycled Cardboard
P1524,Plastic,1179,High,Yes,Land,2.476,Recycled Cardboard
P1525,Metal,1653,Medium,No,Sea,2.975,Mushroom Foam
P1526,Plastic,567,Low,Yes,Air,1.191,Recycled Cardboard
P1527,Bioplastic,624,Medium,Yes,Land,0.437,Paper Wrap
P1528,Bioplastic,841,Medium,Yes,Land,0.589,Paper Wrap
P1529,Metal,1871,Medium,No,Sea,3.368,Paper Wrap
P1530,Paper,1368,Low,Yes,Air,1.231,Paper Wrap
P1531,Paper,1596,Medium,Yes,Land,1.436,Paper Wrap
P1532,Paper,1893,Medium,Yes,Sea,1.704,Paper Wrap
P1533,Plastic,1487,Medium,Yes,Sea,3.123,Recycled Cardboard
P1534,Glass,1544,Medium,Yes,Sea,2.316,Bio Bubble Wrap
P1535,Metal,1196,Low,Yes,Land,2.153,Recycled Cardboard
P1536,Paper,914,Low,No,Land,0.823,Paper Wrap
P1537,Plastic,1543,Low,Yes,Sea,3.24,Recycled Cardboard
P1538,Bioplastic,1024,High,Yes,Air,0.717,Paper Wrap
P1539,Metal,1500,Medium,Yes,Air,2.7,Paper Wrap
P1540,Ceramic,748,Medium,Yes,Air,0.898,Bio Bubble Wrap
P1541,Plastic,699,Medium,Yes,Air,1.468,Recycled Cardboard
P1542,Paper,781,Low,Yes,Land,0.703,Paper Wrap
P1543,Glass,1442,High,Yes,Air,2.163,Bio Bubble Wrap
P1544,Metal,248,Low,Yes,Sea,0.446,Paper Wrap
P1545,Paper,500,Low,Yes,Air,0.45,Paper Wrap
P1546,Glass,1305,Medium,Yes,Land,1.958,Bio Bubble Wrap
P1547,Plastic,956,High,No,Air,2.008,Recycled Cardboard
P1548,Ceramic,1095,Low,Yes,Land,1.314,Bio Bubble Wrap
P1549,Plastic,523,High,Yes,Sea,1.098,Recycled Cardboard
P1550,Plastic,925,Medium,No,Air,1.942,Recycled Cardboard
P1551,Bioplastic,1137,Medium,Yes,Land,0.796,Paper Wrap
P1552,Ceramic,903,High,Yes,Land,1.084,Bio Bubble Wrap
P1553,Ceramic,1870,High,No,Sea,2.244,Bio Bubble Wrap
P1554,Metal,1687,Low,No,Air,3.037,Mushroom Foam
P1555,Glass,842,Medium,No,Air,1.263,Bio Bubble Wrap
P1556,Glass,1215,Low,Yes,Air,1.823,Bio Bubble Wrap
P1557,Metal,784,High,Yes,Air,1.411,Minimalist Pouch
P1558,Bioplastic,324,High,Yes,Sea,0.227,Paper Wrap
P1559,Paper,890,High,No,Sea,0.801,Paper Wrap
P1560,Paper,905,Low,Yes,Land,0.815,Paper Wrap
P1561,Plastic,612,Medium,Yes,Sea,1.285,Recycled Cardboard
P1562,Paper,724,Low,Yes,Air,0.652,Paper Wrap
P1563,Plastic,626,High,Yes,Land,1.315,Recycled Cardboard
P1564,Paper,172,Low,Yes,Air,0.155,Paper Wrap
P1565,Plastic,479,Low,Yes,Sea,1.006,Recycled Cardboard
P1566,Metal,632,Low,Yes,Air,1.138,Bio Bubble Wrap
P1567,Metal,361,Medium,Yes,Air,0.65,Mushroom Foam
P1568,Bioplastic,994,Medium,Yes,Land,0.696,Paper Wrap
P1569,Glass,607,Medium,Yes,Air,0.91,Bio Bubble Wrap
P1570,Ceramic,1369,High,Yes,Land,1.643,Bio Bubble Wrap
P1571,Paper,1233,High,No,Air,1.11,Paper Wrap
P1572,Plastic,1370,Low,Yes,Sea,2.877,Recycled Cardboard
P1573,Glass,1635,Low,No,Land,2.453,Bio Bubble Wrap
P1574,Glass,1344,Low,Yes,Land,2.016,Bio Bubble Wrap
P1575,Paper,1720,High,No,Air,1.548,Paper Wrap
P1576,Paper,642,Low,Yes,Land,0.578,Paper Wrap
P1577,Glass,1760,Low,Yes,Air,2.64,Bio Bubble Wrap
P1578,Paper,371,High,Yes,Sea,0.334,Paper Wrap
P1579,Paper,595,Medium,Yes,Sea,0.535,Paper Wrap
P1580,Metal,642,High,Yes,Air,1.156,Recycled Cardboard
P1581,Ceramic,744,Medium,Yes,Land,0.893,Bio Bubble Wrap
P1582,Metal,535,Medium,No,Land,0.963,Paper Wrap
P1583,Paper,220,Medium,Yes,Sea,0.198,Paper Wrap
P1584,Metal,1985,High,Yes,Land,3.573,Paper Wrap
P1585,Ceramic,502,Low,No,Sea,0.602,Bio Bubble Wrap
P1586,Ceramic,1962,Medium,Yes,Sea,2.354,Bio Bubble Wrap
P1587,Glass,755,Low,Yes,Land,1.133,Bio Bubble Wrap
P1588,Paper,329,Medium,Yes,Land,0.296,Paper Wrap
P1589,Glass,750,Low,Yes,Sea,1.125,Bio Bubble Wrap
P1590,Glass,1296,Low,Yes,Land,1.944,Bio Bubble Wrap
P1591,Metal,857,Medium,Yes,Air,1.543,Minimalist Pouch
P1592,Glass,1856,High,No,Sea,2.784,Bio Bubble Wrap
P1593,Glass,791,Low,Yes,Land,1.187,Bio Bubble Wrap
P1594,Paper,1136,Medium,Yes,Land,1.022,Paper Wrap
P1595,Plastic,234,High,Yes,Land,0.491,Recycled Cardboard
P1596,Metal,1029,Medium,No,Land,1.852,Bio Bubble Wrap
P1597,Glass,409,Medium,Yes,Land,0.614,Bio Bubble Wrap
P1598,Paper,824,High,Yes,Sea,0.742,Paper Wrap
P1599,Metal,1704,Medium,Yes,Air,3.067,Recycled Cardboard
P1600,Glass,476,Low,Yes,Air,0.714,Bio Bubble Wrap
P1601,Plastic,534,Medium,Yes,Land,1.121,Recycled Cardboard
P1602,Ceramic,427,Medium,Yes,Land,0.512,Bio Bubble Wrap
P1603,Plastic,343,High,No,Sea,0.72,Recycled Cardboard
P1604,Glass,416,Medium,Yes,Sea,0.624,Bio Bubble Wrap
P1605,Glass,405,Low,No,Land,0.608,Bio Bubble Wrap
P1606,Ceramic,1780,Medium,Yes,Land,2.136,Bio Bubble Wrap
P1607,Metal,623,Medium,Yes,Sea,1.121,Recycled Cardboard
P1608,Glass,1546,High,Yes,Air,2.319,Bio Bubble Wrap
P1609,Plastic,1280,High,Yes,Air,2.688,Recycled Cardboard
P1610,Paper,1451,Low,Yes,Sea,1.306,Paper Wrap
P1611,Glass,1444,Medium,Yes,Land,2.166,Bio Bubble Wrap
P1612,Glass,1498,Medium,No,Sea,2.247,Bio Bubble Wrap
P1613,Metal,1135,Low,Yes,Sea,2.043,Paper Wrap
P1614,Metal,416,Medium,No,Air,0.749,Minimalist Pouch
P1615,Metal,848,High,Yes,Land,1.526,Paper Wrap
P1616,Plastic,1002,Low,Yes,Land,2.104,Recycled Cardboard
P1617,Bioplastic,1876,Medium,Yes,Sea,1.313,Paper Wrap
P1618,Paper,1898,Medium,No,Sea,1.708,Paper Wrap
P1619,Bioplastic,1310,Medium,Yes,Land,0.917,Paper Wrap
P1620,Plastic,575,Low,Yes,Air,1.208,Recycled Cardboard
P1621,Metal,1903,Low,Yes,Sea,3.425,Minimalist Pouch
P1622,Metal,1344,Medium,Yes,Air,2.419,Bio Bubble Wrap
P1623,Glass,314,Low,No,Sea,0.471,Bio Bubble Wrap
P1624,Plastic,1733,Medium,Yes,Air,3.639,Recycled Cardboard
P1625,Glass,820,Low,No,Land,1.23,Bio Bubble Wrap
P1626,Glass,593,Medium,Yes,Land,0.889,Bio Bubble Wrap
P1627,Ceramic,1779,Medium,Yes,Sea,2.135,Bio Bubble Wrap
P1628,Metal,1785,Medium,Yes,Sea,3.213,Paper Wrap
P1629,Glass,1496,High,Yes,Land,2.244,Bio Bubble Wrap
P1630,Ceramic,1075,Low,No,Air,1.29,Bio Bubble Wrap
P1631,Paper,1265,Low,Yes,Air,1.139,Paper Wrap
P1632,Plastic,697,Medium,Yes,Air,1.464,Recycled Cardboard
P1633,Metal,1434,Medium,Yes,Air,2.581,Cornstarch Wrap
P1634,Bioplastic,1087,Low,Yes,Land,0.761,Paper Wrap
P1635,Plastic,1331,High,Yes,Sea,2.795,Recycled Cardboard
P1636,Metal,1494,High,Yes,Sea,2.689,Minimalist Pouch
P1637,Ceramic,178,Low,Yes,Air,0.214,Bio Bubble Wrap
P1638,Ceramic,1539,Medium,Yes,Air,1.847,Bio Bubble Wrap
P1639,Plastic,1501,High,Yes,Air,3.152,Recycled Cardboard
P1640,Bioplastic,769,Low,Yes,Air,0.538,Paper Wrap
P1641,Bioplastic,1256,Low,Yes,Sea,0.879,Paper Wrap
P1642,Glass,1177,Low,Yes,Sea,1.766,Bio Bubble Wrap
P1643,Metal,532,Low,Yes,Land,0.958,Recycled Cardboard
P1644,Metal,1802,Low,Yes,Sea,3.244,Minimalist Pouch
P1645,Glass,1607,Medium,Yes,Air,2.41,Bio Bubble Wrap
P1646,Paper,1926,Low,No,Land,1.733,Paper Wrap
P1647,Plastic,1917,Medium,Yes,Sea,4.026,Recycled Cardboard
P1648,Metal,1810,Medium,Yes,Air,3.258,Mushroom Foam
P1649,Glass,1601,Medium,Yes,Air,2.401,Bio Bubble Wrap
P1650,Paper,1266,Low,Yes,Sea,1.139,Paper Wrap
P1651,Metal,1799,Medium,No,Land,3.238,Bio Bubble Wrap
P1652,Paper,1967,Low,Yes,Air,1.77,Paper Wrap
P1653,Glass,530,Low,Yes,Land,0.795,Bio Bubble Wrap
P1654,Ceramic,599,High,Yes,Sea,0.719,Bio Bubble Wrap
P1655,Ceramic,456,High,Yes,Sea,0.547,Bio Bubble Wrap
P1656,Paper,109,Medium,Yes,Sea,0.098,Paper Wrap
P1657,Plastic,1002,Low,Yes,Sea,2.104,Recycled Cardboard
P1658,Plastic,1936,Low,Yes,Sea,4.066,Recycled Cardboard
P1659,Metal,1359,Low,No,Air,2.446,Recycled Cardboard
P1660,Bioplastic,1983,Medium,Yes,Air,1.388,Paper Wrap
P1661,Ceramic,1909,Low,Yes,Air,2.291,Bio Bubble Wrap
P1662,Metal,1975,Medium,No,Land,3.555,Paper Wrap
P1663,Ceramic,1373,Low,Yes,Sea,1.648,Bio Bubble Wrap
P1664,Metal,688,Low,No,Land,1.238,Recycled Cardboard
P1665,Ceramic,1393,Low,Yes,Sea,1.672,Bio Bubble Wrap
P1666,Paper,935,High,Yes,Land,0.842,Paper Wrap
P1667,Bioplastic,973,Medium,Yes,Air,0.681,Paper Wrap
P1668,Ceramic,1437,Medium,Yes,Land,1.724,Bio Bubble Wrap
P1669,Paper,1167,Medium,No,Air,1.05,Paper Wrap
P1670,Ceramic,561,Medium,Yes,Land,0.673,Bio Bubble Wrap
P1671,Metal,1841,High,No,Air,3.314,Mushroom Foam
P1672,Glass,537,Medium,Yes,Air,0.805,Bio Bubble Wrap
P1673,Ceramic,1330,Medium,Yes,Sea,1.596,Bio Bubble Wrap
P1674,Plastic,810,Medium,No,Land,1.701,Recycled Cardboard
P1675,Bioplastic,126,Low,Yes,Land,0.088,Paper Wrap
P1676,Bioplastic,888,High,Yes,Sea,0.622,Paper Wrap
P1677,Paper,1954,Low,Yes,Sea,1.759,Paper Wrap
P1678,Plastic,561,Low,Yes,Land,1.178,Recycled Cardboard
P1679,Bioplastic,1311,Low,Yes,Sea,0.918,Paper Wrap
P1680,Plastic,1352,Low,Yes,Sea,2.839,Recycled Cardboard
P1681,Bioplastic,937,High,Yes,Land,0.656,Paper Wrap
P1682,Metal,795,Medium,Yes,Sea,1.431,Paper Wrap
P1683,Plastic,870,Low,Yes,Sea,1.827,Recycled Cardboard
P1684,Ceramic,1997,Medium,No,Sea,2.396,Bio Bubble Wrap
P1685,Metal,1916,Medium,Yes,Sea,3.449,Bio Bubble Wrap
P1686,Ceramic,1055,Medium,Yes,Sea,1.266,Bio Bubble Wrap
P1687,Glass,709,Low,Yes,Air,1.063,Bio Bubble Wrap
P1688,Ceramic,804,High,Yes,Sea,0.965,Bio Bubble Wrap
P1689,Paper,747,Low,Yes,Sea,0.672,Paper Wrap
P1690,Bioplastic,128,Low,Yes,Land,0.09,Paper Wrap
P1691,Paper,735,Low,Yes,Air,0.661,Paper Wrap
P1692,Bioplastic,1310,Medium,Yes,Air,0.917,Paper Wrap
P1693,Metal,1971,Medium,Yes,Air,3.548,Minimalist Pouch
P1694,Ceramic,176,Medium,No,Air,0.211,Bio Bubble Wrap
P1695,Metal,1672,Medium,Yes,Sea,3.01,Cornstarch Wrap
P1696,Paper,1328,Low,No,Air,1.195,Paper Wrap
P1697,Plastic,132,Low,No,Land,0.277,Recycled Cardboard
P1698,Metal,1910,Medium,Yes,Air,3.438,Minimalist Pouch
P1699,Plastic,155,Medium,Yes,Land,0.326,Recycled Cardboard
P1700,Metal,1897,Medium,Yes,Sea,3.415,Bio Bubble Wrap
P1701,Glass,1247,High,Yes,Sea,1.871,Bio Bubble Wrap
P1702,Metal,785,High,No,Air,1.413,Cornstarch Wrap
P1703,Paper,1625,Low,Yes,Sea,1.462,Paper Wrap
P1704,Bioplastic,833,Medium,Yes,Land,0.583,Paper Wrap
P1705,Bioplastic,1978,Medium,Yes,Air,1.385,Paper Wrap
P1706,Bioplastic,1296,High,Yes,Land,0.907,Paper Wrap
P1707,Bioplastic,624,Medium,Yes,Air,0.437,Paper Wrap
P1708,Ceramic,585,Low,Yes,Air,0.702,Bio Bubble Wrap
P1709,Bioplastic,1264,Medium,Yes,Air,0.885,Paper Wrap
P1710,Ceramic,1501,Medium,Yes,Sea,1.801,Bio Bubble Wrap
P1711,Ceramic,801,Medium,No,Land,0.961,Bio Bubble Wrap
P1712,Metal,1634,Low,No,Air,2.941,Cornstarch Wrap
P1713,Ceramic,1619,Low,Yes,Land,1.943,Bio Bubble Wrap
P1714,Ceramic,1230,Medium,Yes,Air,1.476,Bio Bubble Wrap
P1715,Plastic,815,Low,Yes,Sea,1.712,Recycled Cardboard
P1716,Plastic,1692,Low,Yes,Sea,3.553,Recycled Cardboard
P1717,Bioplastic,831,Medium,Yes,Land,0.582,Paper Wrap
P1718,Bioplastic,530,High,Yes,Sea,0.371,Paper Wrap
P1719,Paper,1457,Medium,Yes,Sea,1.311,Paper Wrap
P1720,Metal,671,Low,Yes,Air,1.208,Minimalist Pouch
P1721,Ceramic,1720,Medium,No,Land,2.064,Bio Bubble Wrap
P1722,Metal,963,Low,Yes,Land,1.733,Minimalist Pouch
P1723,Ceramic,1148,Low,Yes,Air,1.378,Bio Bubble Wrap
P1724,Plastic,1002,Low,Yes,Sea,2.104,Recycled Cardboard
P1725,Plastic,1734,Low,No,Air,3.641,Recycled Cardboard
P1726,Ceramic,261,Low,Yes,Sea,0.313,Bio Bubble Wrap
P1727,Bioplastic,1885,Low,Yes,Land,1.319,Paper Wrap
P1728,Ceramic,1543,Low,Yes,Land,1.852,Bio Bubble Wrap
P1729,Ceramic,1825,Low,Yes,Sea,2.19,Bio Bubble Wrap
P1730,Bioplastic,855,Low,Yes,Land,0.599,Paper Wrap
P1731,Plastic,1603,Medium,Yes,Sea,3.366,Recycled Cardboard
P1732,Metal,1645,Low,Yes,Land,2.961,Cornstarch Wrap
P1733,Bioplastic,196,Low,No,Land,0.137,Paper Wrap
P1734,Paper,1850,Low,No,Air,1.665,Paper Wrap
P1735,Glass,689,High,Yes,Land,1.034,Bio Bubble Wrap
P1736,Glass,1951,Medium,Yes,Air,2.926,Bio Bubble Wrap
P1737,Bioplastic,705,Low,Yes,Land,0.493,Paper Wrap
P1738,Metal,1739,High,Yes,Land,3.13,Recycled Cardboard
P1739,Bioplastic,1915,Medium,Yes,Land,1.341,Paper Wrap
P1740,Glass,596,Medium,Yes,Air,0.894,Bio Bubble Wrap
P1741,Plastic,1006,High,Yes,Sea,2.113,Recycled Cardboard
P1742,Metal,1835,High,No,Sea,3.303,Mushroom Foam
P1743,Ceramic,349,Low,No,Land,0.419,Bio Bubble Wrap
P1744,Plastic,1069,Medium,Yes,Land,2.245,Recycled Cardboard
P1745,Ceramic,1110,Low,Yes,Land,1.332,Bio Bubble Wrap
P1746,Metal,903,Low,Yes,Air,1.625,Minimalist Pouch
P1747,Paper,1922,Low,No,Air,1.73,Paper Wrap
P1748,Ceramic,1997,Low,No,Land,2.396,Bio Bubble Wrap
P1749,Plastic,1847,Medium,Yes,Air,3.879,Recycled Cardboard
P1750,Bioplastic,334,Medium,Yes,Land,0.234,Paper Wrap
P1751,Bioplastic,1752,Medium,Yes,Land,1.226,Paper Wrap
P1752,Plastic,630,High,Yes,Sea,1.323,Recycled Cardboard
P1753,Paper,143,Medium,Yes,Sea,0.129,Paper Wrap
P1754,Plastic,1550,High,Yes,Land,3.255,Recycled Cardboard
P1755,Plastic,1447,Low,Yes,Air,3.039,Recycled Cardboard
P1756,Metal,549,Medium,Yes,Air,0.988,Recycled Cardboard
P1757,Metal,574,Low,No,Sea,1.033,Bio Bubble Wrap
P1758,Paper,173,Low,Yes,Air,0.156,Paper Wrap
P1759,Ceramic,903,Low,Yes,Land,1.084,Bio Bubble Wrap
P1760,Plastic,1871,High,Yes,Air,3.929,Recycled Cardboard
