Product_ID,Material_Type,Product_Weight_g,Fragility,Recyclable,Transport_Mode,LCA_Emission_kgCO2,Packaging_Option,Cost_per_unit,Biodegradability_Score,Strength_Score,Product_Category,CO2_Impact_Index,Cost_Efficiency_Index,Recyclable_Binary,Material_Suitability_Score
P1155,Ceramic,1998,High,Yes,Sea,2.398,Bio Bubble Wrap,1.03,20,70,Home & Decor,42.85,48.5,1,43.98
P1156,Plastic,566,Low,No,Land,1.189,Recycled Cardboard,0.38,10,65,E-Commerce,71.66,81.0,0,57.25
P1157,Ceramic,1172,High,Yes,Land,1.406,Bio Bubble Wrap,1.12,20,70,Home & Decor,66.49,44.0,1,49.95
P1158,Metal,410,Medium,Yes,Air,0.738,Bio Bubble Wrap,1.11,5,70,Industrial,82.41,44.5,1,51.1
P1159,Plastic,791,Medium,Yes,Land,1.661,Recycled Cardboard,0.31,10,65,Cosmetics,60.41,84.5,1,54.75
P1160,Glass,725,Low,No,Air,1.087,Bio Bubble Wrap,1.08,15,70,Home & Decor,74.09,46.0,0,51.48
P1161,Metal,284,Low,Yes,Land,0.511,Recycled Cardboard,0.36,5,65,Industrial,87.82,82.0,1,61.1
P1162,Metal,1492,Low,No,Sea,2.686,Minimalist Pouch,0.33,5,50,Industrial,35.99,83.5,0,42.92
P1163,Plastic,1922,High,Yes,Sea,4.036,Recycled Cardboard,0.67,10,65,E-Commerce,3.81,66.5,1,33.27
P1164,Ceramic,1728,Low,Yes,Sea,2.074,Bio Bubble Wrap,0.61,20,70,Home & Decor,50.57,69.5,1,51.55
P1165,Plastic,1775,Medium,Yes,Sea,3.728,Recycled Cardboard,0.71,10,65,Cosmetics,11.15,64.5,1,34.97
P1166,Ceramic,742,Medium,Yes,Land,0.89,Bio Bubble Wrap,1.08,20,70,Home & Decor,78.79,46.0,1,54.14
P1167,Plastic,465,High,Yes,Sea,0.977,Recycled Cardboard,0.55,10,65,E-Commerce,76.72,72.5,1,56.64
P1168,Glass,1668,Low,Yes,Land,2.502,Bio Bubble Wrap,0.5,15,70,Home & Decor,40.37,75.0,1,48.61
P1169,Metal,875,Low,No,Sea,1.575,Cornstarch Wrap,0.86,5,55,Industrial,62.46,57.0,0,45.24
P1170,Glass,633,High,Yes,Land,0.95,Bio Bubble Wrap,0.93,15,70,Home & Decor,77.36,53.5,1,54.33
P1171,Paper,532,Medium,No,Sea,0.479,Paper Wrap,0.39,95,40,Food & Beverage,88.58,80.5,0,78.45
P1172,Bioplastic,1826,High,Yes,Land,1.278,Paper Wrap,0.29,80,40,Pharma & Health,69.54,85.5,1,70.24
P1173,Metal,1621,Low,No,Sea,2.918,Mushroom Foam,1.11,5,75,Industrial,30.46,44.5,0,36.51
P1174,Plastic,1858,Medium,Yes,Land,3.902,Recycled Cardboard,0.62,10,65,Cosmetics,7.01,69.0,1,34.85
P1175,Ceramic,1841,High,Yes,Land,2.209,Bio Bubble Wrap,0.88,20,70,Home & Decor,47.35,56.0,1,47.2
P1176,Ceramic,211,High,No,Sea,0.253,Bio Bubble Wrap,1.05,20,70,Home & Decor,93.97,47.5,0,59.07
P1177,Paper,1221,Medium,Yes,Sea,1.099,Paper Wrap,0.13,95,40,Food & Beverage,73.81,93.5,1,77.27
P1178,Bioplastic,1264,High,No,Land,0.885,Paper Wrap,0.33,80,40,Pharma & Health,78.91,83.5,0,72.55
P1179,Paper,1405,Low,Yes,Air,1.264,Paper Wrap,0.26,95,40,Food & Beverage,69.88,87.0,1,74.46
P1180,Ceramic,548,High,Yes,Land,0.658,Bio Bubble Wrap,1.17,20,70,Home & Decor,84.32,41.5,1,54.67
P1181,Glass,1401,Low,No,Air,2.102,Bio Bubble Wrap,0.74,15,70,Home & Decor,49.9,63.0,0,48.47
P1182,Plastic,251,Medium,Yes,Sea,0.527,Recycled Cardboard,0.62,10,65,Cosmetics,87.44,69.0,1,58.98
P1183,Glass,426,Medium,Yes,Land,0.639,Bio Bubble Wrap,1.15,15,70,Home & Decor,84.77,42.5,1,53.81
P1184,Plastic,1840,Medium,Yes,Land,3.864,Recycled Cardboard,0.35,10,65,Cosmetics,7.91,82.5,1,38.5
P1185,Bioplastic,1596,Medium,Yes,Sea,1.117,Paper Wrap,0.38,80,40,Pharma & Health,73.38,81.0,1,70.26
P1186,Paper,1675,Low,Yes,Land,1.508,Paper Wrap,0.31,95,40,Food & Beverage,64.06,84.5,1,72.09
P1187,Plastic,1948,Low,Yes,Air,4.091,Recycled Cardboard,0.33,10,65,E-Commerce,2.5,83.5,1,37.12
P1188,Bioplastic,1917,Low,No,Sea,1.342,Paper Wrap,0.19,80,40,Pharma & Health,68.02,90.5,0,71.03
P1189,Bioplastic,878,Low,No,Land,0.615,Paper Wrap,0.31,80,40,Pharma & Health,85.34,84.5,0,74.73
P1190,Metal,803,High,Yes,Air,1.445,Bio Bubble Wrap,0.55,5,70,Electronics,65.56,72.5,1,53.04
P1191,Plastic,351,High,No,Air,0.737,Recycled Cardboard,0.59,10,65,E-Commerce,82.44,70.5,0,57.86
P1192,Ceramic,893,Low,Yes,Land,1.072,Bio Bubble Wrap,0.74,20,70,Home & Decor,74.45,63.0,1,57.08
P1193,Ceramic,513,High,Yes,Land,0.616,Bio Bubble Wrap,0.93,20,70,Home & Decor,85.32,53.5,1,57.97
P1194,Ceramic,1904,Medium,No,Air,2.285,Bio Bubble Wrap,0.53,20,70,Home & Decor,45.54,73.5,0,51.04
P1195,Plastic,490,Medium,No,Land,1.029,Recycled Cardboard,0.74,10,65,Cosmetics,75.48,63.0,0,53.89
P1196,Paper,1594,Medium,Yes,Sea,1.435,Paper Wrap,0.39,95,40,Food & Beverage,65.8,80.5,1,71.61
P1197,Bioplastic,350,Low,Yes,Land,0.245,Paper Wrap,0.39,80,40,Pharma & Health,94.16,80.5,1,76.37
P1198,Ceramic,1017,Low,Yes,Land,1.22,Bio Bubble Wrap,1.02,20,70,Home & Decor,70.92,49.0,1,52.53
P1199,Ceramic,327,Low,Yes,Air,0.392,Bio Bubble Wrap,0.59,20,70,Home & Decor,90.66,70.5,1,63.82
P1200,Glass,566,Medium,No,Air,0.849,Bio Bubble Wrap,1.03,15,70,Home & Decor,79.77,48.5,0,53.81
P1201,Paper,444,Medium,Yes,Sea,0.4,Paper Wrap,0.11,95,40,Food & Beverage,90.47,94.5,1,82.52
P1202,Ceramic,1744,Medium,Yes,Sea,2.093,Bio Bubble Wrap,0.52,20,70,Home & Decor,50.12,74.0,1,52.54
P1203,Metal,448,Low,No,Land,0.806,Cornstarch Wrap,0.89,5,55,Industrial,80.79,55.5,0,50.36
P1204,Metal,1273,Medium,Yes,Land,2.291,Minimalist Pouch,0.4,5,50,Industrial,45.4,80.0,1,44.87
P1205,Metal,1417,Low,No,Sea,2.551,Mushroom Foam,1.72,5,75,Industrial,39.2,14.0,0,31.51
P1206,Paper,1372,Medium,Yes,Sea,1.235,Paper Wrap,0.3,95,40,Food & Beverage,70.57,85.0,1,74.17
P1207,Paper,1708,High,Yes,Land,1.537,Paper Wrap,0.23,95,40,Food & Beverage,63.37,88.5,1,72.89
P1208,Bioplastic,1970,Low,Yes,Land,1.379,Paper Wrap,0.18,80,40,Pharma & Health,67.14,91.0,1,70.89
P1209,Glass,1945,Medium,Yes,Land,2.917,Bio Bubble Wrap,1.2,15,70,Home & Decor,30.48,40.0,1,36.89
P1210,Ceramic,1264,Medium,Yes,Sea,1.517,Bio Bubble Wrap,0.8,20,70,Home & Decor,63.85,60.0,1,53.16
P1211,Plastic,431,Medium,Yes,Sea,0.905,Recycled Cardboard,0.53,10,65,Cosmetics,78.43,73.5,1,57.4
P1212,Plastic,1090,Medium,Yes,Sea,2.289,Recycled Cardboard,0.38,10,65,Cosmetics,45.45,81.0,1,49.38
P1213,Bioplastic,382,Medium,Yes,Sea,0.267,Paper Wrap,0.34,80,40,Pharma & Health,93.64,83.0,1,76.84
P1214,Bioplastic,287,Medium,Yes,Air,0.201,Paper Wrap,0.31,80,40,Pharma & Health,95.21,84.5,1,77.69
P1215,Paper,1387,High,Yes,Air,1.248,Paper Wrap,0.17,95,40,Food & Beverage,70.26,91.5,1,75.7
P1216,Glass,396,Medium,No,Sea,0.594,Bio Bubble Wrap,0.56,15,70,Home & Decor,85.84,72.0,0,61.5
P1217,Paper,856,High,Yes,Air,0.77,Paper Wrap,0.3,95,40,Food & Beverage,81.65,85.0,1,77.5
P1218,Glass,657,High,No,Sea,0.986,Bio Bubble Wrap,0.96,15,70,Home & Decor,76.5,52.0,0,53.7
P1219,Paper,1724,Medium,No,Land,1.552,Paper Wrap,0.18,95,40,Food & Beverage,63.01,91.0,0,73.4
P1220,Metal,1470,High,Yes,Sea,2.646,Mushroom Foam,1.94,5,75,Electronics,36.94,3.0,1,28.08
P1221,Paper,1185,Low,Yes,Sea,1.067,Paper Wrap,0.15,95,40,Food & Beverage,74.57,92.5,1,77.25
P1222,Bioplastic,757,Low,Yes,Land,0.53,Paper Wrap,0.23,80,40,Pharma & Health,87.37,88.5,1,76.34
P1223,Ceramic,837,Medium,Yes,Air,1.004,Bio Bubble Wrap,1.16,20,70,Home & Decor,76.07,42.0,1,52.32
P1224,Metal,1046,Medium,Yes,Air,1.883,Minimalist Pouch,0.37,5,50,Industrial,55.12,81.5,1,48.16
P1225,Metal,263,High,No,Sea,0.473,Cornstarch Wrap,1.17,5,55,Electronics,88.73,41.5,0,49.24
P1226,Plastic,167,Low,Yes,Air,0.351,Recycled Cardboard,0.5,10,65,E-Commerce,91.63,75.0,1,61.74
P1227,Paper,1065,Medium,Yes,Land,0.959,Paper Wrap,0.18,95,40,Food & Beverage,77.14,91.0,1,77.64
P1228,Paper,199,Low,Yes,Land,0.179,Paper Wrap,0.4,95,40,Food & Beverage,95.73,80.0,1,80.47
P1229,Metal,1696,Medium,Yes,Air,3.053,Recycled Cardboard,0.5,5,65,Industrial,27.24,75.0,1,41.17
P1230,Plastic,1308,Medium,Yes,Sea,2.747,Recycled Cardboard,0.75,10,65,Cosmetics,34.53,62.5,1,41.48
P1231,Plastic,452,Medium,Yes,Land,0.949,Recycled Cardboard,0.41,10,65,Cosmetics,77.38,79.5,1,58.59
P1232,Bioplastic,1104,Medium,Yes,Air,0.773,Paper Wrap,0.16,80,40,Pharma & Health,81.58,92.0,1,75.47
P1233,Glass,294,Medium,No,Air,0.441,Bio Bubble Wrap,0.52,15,70,Home & Decor,89.49,74.0,0,63.1
P1234,Paper,653,High,Yes,Land,0.588,Paper Wrap,0.3,95,40,Food & Beverage,85.99,85.0,1,78.8
P1235,Metal,834,Low,Yes,Sea,1.501,Cornstarch Wrap,0.93,5,55,Industrial,64.23,53.5,1,44.89
P1236,Plastic,1425,High,Yes,Air,2.993,Recycled Cardboard,0.73,10,65,E-Commerce,28.67,63.5,1,39.98
P1237,Plastic,629,Low,No,Air,1.321,Recycled Cardboard,0.54,10,65,E-Commerce,68.52,73.0,0,54.31
P1238,Ceramic,685,Medium,No,Air,0.822,Bio Bubble Wrap,1.18,20,70,Home & Decor,80.41,41.0,0,53.37
P1239,Ceramic,1553,High,Yes,Land,1.864,Bio Bubble Wrap,0.63,20,70,Home & Decor,55.58,68.5,1,52.8
P1240,Plastic,988,Low,Yes,Sea,2.075,Recycled Cardboard,0.73,10,65,E-Commerce,50.55,63.5,1,46.54
P1241,Plastic,562,Low,No,Sea,1.18,Recycled Cardboard,0.69,10,65,E-Commerce,71.88,65.5,0,53.44
P1242,Plastic,633,Low,Yes,Land,1.329,Recycled Cardboard,0.69,10,65,E-Commerce,68.33,65.5,1,52.37
P1243,Metal,1120,Medium,Yes,Sea,2.016,Minimalist Pouch,0.54,5,50,Industrial,51.95,73.0,1,45.08
P1244,Metal,820,High,Yes,Sea,1.476,Mushroom Foam,1.71,5,75,Electronics,64.82,14.5,1,39.32
P1245,Metal,1817,Low,Yes,Air,3.271,Cornstarch Wrap,1.16,5,55,Industrial,22.04,42.0,1,29.36
P1246,Ceramic,602,Low,Yes,Land,0.722,Bio Bubble Wrap,0.59,20,70,Home & Decor,82.79,70.5,1,61.46
P1247,Metal,1770,Low,Yes,Air,3.186,Bio Bubble Wrap,0.52,5,70,Industrial,24.07,74.0,1,40.97
P1248,Plastic,1065,Low,Yes,Land,2.236,Recycled Cardboard,0.76,10,65,E-Commerce,46.71,62.0,1,45.01
P1249,Glass,1124,Low,Yes,Land,1.686,Bio Bubble Wrap,0.93,15,70,Home & Decor,59.82,53.5,1,49.07
P1250,Bioplastic,1906,Low,Yes,Sea,1.334,Paper Wrap,0.34,80,40,Pharma & Health,68.21,83.0,1,69.21
P1251,Metal,1251,Medium,No,Sea,2.252,Recycled Cardboard,0.54,5,65,Industrial,46.33,73.0,0,46.4
P1252,Paper,1995,Medium,Yes,Land,1.796,Paper Wrap,0.14,95,40,Food & Beverage,57.2,93.0,1,72.16
P1253,Glass,1293,Medium,Yes,Air,1.94,Bio Bubble Wrap,0.59,15,70,Home & Decor,53.77,70.5,1,51.51
P1254,Paper,625,Medium,Yes,Air,0.562,Paper Wrap,0.31,95,40,Food & Beverage,86.61,84.5,1,78.86
P1255,Glass,518,Low,Yes,Sea,0.777,Bio Bubble Wrap,0.8,15,70,Home & Decor,81.48,60.0,1,57.19
P1256,Paper,702,Low,Yes,Air,0.632,Paper Wrap,0.16,95,40,Food & Beverage,84.94,92.0,1,80.23
P1257,Ceramic,279,Low,No,Land,0.335,Bio Bubble Wrap,0.84,20,70,Home & Decor,92.02,58.0,0,61.11
P1258,Glass,1091,Low,Yes,Sea,1.637,Bio Bubble Wrap,0.54,15,70,Home & Decor,60.99,73.0,1,54.3
P1259,Paper,1628,Low,Yes,Sea,1.465,Paper Wrap,0.27,95,40,Food & Beverage,65.09,86.5,1,72.9
P1260,Bioplastic,1883,Low,No,Sea,1.318,Paper Wrap,0.18,80,40,Pharma & Health,68.59,91.0,0,71.33
P1261,Paper,657,Medium,No,Air,0.591,Paper Wrap,0.34,95,40,Food & Beverage,85.92,83.0,0,78.28
P1262,Paper,951,Low,Yes,Land,0.856,Paper Wrap,0.19,95,40,Food & Beverage,79.6,90.5,1,78.26
P1263,Glass,1857,Low,No,Sea,2.785,Bio Bubble Wrap,0.82,15,70,Home & Decor,33.63,59.0,0,42.59
P1264,Glass,338,Medium,Yes,Air,0.507,Bio Bubble Wrap,0.51,15,70,Home & Decor,87.92,74.5,1,62.75
P1265,Paper,1308,Low,Yes,Land,1.177,Paper Wrap,0.12,95,40,Food & Beverage,71.95,94.0,1,76.84
P1266,Metal,1979,High,Yes,Air,3.562,Recycled Cardboard,0.5,5,65,Electronics,15.11,75.0,1,37.53
P1267,Paper,314,Low,Yes,Sea,0.283,Paper Wrap,0.24,95,40,Food & Beverage,93.26,88.0,1,81.73
P1268,Metal,1161,Medium,Yes,Air,2.09,Cornstarch Wrap,1.14,5,55,Industrial,50.19,43.0,1,38.06
P1269,Paper,1181,Low,Yes,Air,1.063,Paper Wrap,0.19,95,40,Food & Beverage,74.67,90.5,1,76.78
P1270,Glass,1106,High,Yes,Air,1.659,Bio Bubble Wrap,0.99,15,70,Home & Decor,60.46,50.5,1,48.51
P1271,Plastic,807,Low,Yes,Air,1.695,Recycled Cardboard,0.73,10,65,E-Commerce,59.6,63.5,1,49.26
P1272,Metal,599,Medium,Yes,Sea,1.078,Bio Bubble Wrap,1.05,5,70,Industrial,74.31,47.5,1,49.42
P1273,Ceramic,670,High,Yes,Air,0.804,Bio Bubble Wrap,0.53,20,70,Home & Decor,80.84,73.5,1,61.63
P1274,Glass,1634,Low,Yes,Air,2.451,Bio Bubble Wrap,0.84,15,70,Home & Decor,41.59,58.0,1,44.73
P1275,Ceramic,1776,Low,Yes,Sea,2.131,Bio Bubble Wrap,0.57,20,70,Home & Decor,49.21,71.5,1,51.64
P1276,Ceramic,1586,Low,Yes,Land,1.903,Bio Bubble Wrap,0.67,20,70,Home & Decor,54.65,66.5,1,52.02
P1277,Plastic,362,High,Yes,Land,0.76,Recycled Cardboard,0.79,10,65,E-Commerce,81.89,60.5,1,55.19
P1278,Plastic,226,Low,No,Land,0.475,Recycled Cardboard,0.37,10,65,E-Commerce,88.68,81.5,0,62.48
P1279,Glass,618,Medium,Yes,Sea,0.927,Bio Bubble Wrap,0.85,15,70,Home & Decor,77.91,57.5,1,55.5
P1280,Plastic,1017,Low,No,Land,2.136,Recycled Cardboard,0.61,10,65,E-Commerce,49.09,69.5,0,47.6
P1281,Glass,297,Medium,No,Air,0.446,Bio Bubble Wrap,0.99,15,70,Home & Decor,89.37,50.5,0,57.19
P1282,Plastic,1629,Low,Yes,Air,3.421,Recycled Cardboard,0.58,10,65,E-Commerce,18.47,71.0,1,38.79
P1283,Paper,375,Medium,Yes,Sea,0.338,Paper Wrap,0.1,95,40,Food & Beverage,91.94,95.0,1,83.08
P1284,Bioplastic,1440,High,No,Sea,1.008,Paper Wrap,0.2,80,40,Pharma & Health,75.98,90.0,0,73.29
P1285,Metal,341,High,Yes,Sea,0.614,Mushroom Foam,1.42,5,75,Electronics,85.37,29.0,1,49.11
P1286,Paper,771,High,Yes,Air,0.694,Paper Wrap,0.13,95,40,Food & Beverage,83.46,93.5,1,80.16
P1287,Glass,607,Low,Yes,Sea,0.91,Bio Bubble Wrap,0.75,15,70,Home & Decor,78.31,62.5,1,56.87
P1288,Glass,850,Medium,Yes,Air,1.275,Bio Bubble Wrap,0.52,15,70,Home & Decor,69.61,74.0,1,57.13
P1289,Ceramic,991,Low,No,Land,1.189,Bio Bubble Wrap,0.56,20,70,Home & Decor,71.66,72.0,0,58.5
P1290,Glass,1318,Low,Yes,Sea,1.977,Bio Bubble Wrap,0.78,15,70,Home & Decor,52.88,61.0,1,48.86
P1291,Glass,212,Medium,No,Sea,0.318,Bio Bubble Wrap,0.59,15,70,Home & Decor,92.42,70.5,0,63.1
P1292,Metal,130,Medium,Yes,Air,0.234,Cornstarch Wrap,1.11,5,55,Industrial,94.42,44.5,1,51.7
P1293,Metal,1944,Low,Yes,Air,3.499,Paper Wrap,0.31,5,40,Industrial,16.61,84.5,1,35.36
P1294,Ceramic,1647,Low,Yes,Air,1.976,Bio Bubble Wrap,1.06,20,70,Home & Decor,52.91,47.0,1,46.62
P1295,Paper,711,High,Yes,Sea,0.64,Paper Wrap,0.16,95,40,Food & Beverage,84.75,92.0,1,80.18
P1296,Ceramic,724,Low,Yes,Land,0.869,Bio Bubble Wrap,0.62,20,70,Home & Decor,79.29,69.0,1,60.04
P1297,Bioplastic,1413,High,Yes,Sea,0.989,Paper Wrap,0.13,80,40,Pharma & Health,76.43,93.5,1,74.3
P1298,Ceramic,1053,Medium,Yes,Sea,1.264,Bio Bubble Wrap,0.95,20,70,Home & Decor,69.88,52.5,1,53.09
P1299,Glass,1474,Low,No,Sea,2.211,Bio Bubble Wrap,0.99,15,70,Home & Decor,47.31,50.5,0,44.57
P1300,Glass,1536,High,No,Air,2.304,Bio Bubble Wrap,0.52,15,70,Home & Decor,45.09,74.0,0,49.78
P1301,Ceramic,1088,Low,Yes,Air,1.306,Bio Bubble Wrap,1.16,20,70,Home & Decor,68.88,42.0,1,50.16
P1302,Bioplastic,996,Low,Yes,Sea,0.697,Paper Wrap,0.12,80,40,Pharma & Health,83.39,94.0,1,76.52
P1303,Paper,1775,Medium,Yes,Air,1.597,Paper Wrap,0.26,95,40,Food & Beverage,61.94,87.0,1,72.08
P1304,Ceramic,1862,Medium,Yes,Land,2.234,Bio Bubble Wrap,1.0,20,70,Home & Decor,46.76,50.0,1,45.53
P1305,Paper,752,High,Yes,Air,0.677,Paper Wrap,0.36,95,40,Food & Beverage,83.87,82.0,1,77.41
P1306,Ceramic,726,Medium,Yes,Air,0.871,Bio Bubble Wrap,1.0,20,70,Home & Decor,79.24,50.0,1,55.27
P1307,Paper,1791,Low,Yes,Air,1.612,Paper Wrap,0.34,95,40,Food & Beverage,61.58,83.0,1,70.97
P1308,Glass,145,Medium,Yes,Sea,0.217,Bio Bubble Wrap,0.74,15,70,Home & Decor,94.83,63.0,1,61.95
P1309,Glass,1881,Medium,Yes,Air,2.821,Bio Bubble Wrap,1.07,15,70,Home & Decor,32.77,46.5,1,39.21
P1310,Bioplastic,1665,Medium,Yes,Sea,1.165,Paper Wrap,0.12,80,40,Pharma & Health,72.24,94.0,1,73.17
P1311,Metal,152,High,Yes,Land,0.274,Cornstarch Wrap,1.41,5,55,Electronics,93.47,29.5,1,47.67
P1312,Glass,1677,Low,No,Sea,2.515,Bio Bubble Wrap,0.88,15,70,Home & Decor,40.06,56.0,0,43.77
P1313,Glass,769,High,Yes,Air,1.153,Bio Bubble Wrap,1.07,15,70,Home & Decor,72.52,46.5,1,51.13
P1314,Paper,1579,Low,Yes,Land,1.421,Paper Wrap,0.24,95,40,Food & Beverage,66.13,88.0,1,73.59
P1315,Paper,1894,Medium,Yes,Land,1.705,Paper Wrap,0.29,95,40,Food & Beverage,59.37,85.5,1,70.94
P1316,Metal,939,Low,Yes,Land,1.69,Cornstarch Wrap,1.07,5,55,Industrial,59.72,46.5,1,41.79
P1317,Ceramic,1888,Medium,Yes,Sea,2.266,Bio Bubble Wrap,1.01,20,70,Home & Decor,46.0,49.5,1,45.18
P1318,Metal,1271,Medium,Yes,Air,2.288,Bio Bubble Wrap,0.56,5,70,Industrial,45.47,72.0,1,46.89
P1319,Bioplastic,393,Low,Yes,Air,0.275,Paper Wrap,0.12,80,40,Pharma & Health,93.45,94.0,1,79.54
P1320,Paper,1752,Low,Yes,Air,1.577,Paper Wrap,0.17,95,40,Food & Beverage,62.42,91.5,1,73.35
P1321,Paper,1643,Low,Yes,Air,1.479,Paper Wrap,0.15,95,40,Food & Beverage,64.75,92.5,1,74.3
P1322,Metal,1556,High,Yes,Sea,2.801,Minimalist Pouch,0.55,5,50,Electronics,33.25,72.5,1,39.35
P1323,Paper,519,High,No,Land,0.467,Paper Wrap,0.17,95,40,Food & Beverage,88.87,91.5,0,81.29
P1324,Bioplastic,463,Low,Yes,Sea,0.324,Paper Wrap,0.39,80,40,Pharma & Health,92.28,80.5,1,75.81
P1325,Ceramic,733,Medium,Yes,Land,0.88,Bio Bubble Wrap,0.74,20,70,Home & Decor,79.03,63.0,1,58.46
P1326,Glass,1632,High,Yes,Land,2.448,Bio Bubble Wrap,0.63,15,70,Home & Decor,41.66,68.5,1,47.37
P1327,Plastic,1668,High,No,Air,3.503,Recycled Cardboard,0.69,10,65,E-Commerce,16.52,65.5,0,36.83
P1328,Ceramic,232,High,No,Land,0.278,Bio Bubble Wrap,0.96,20,70,Home & Decor,93.37,52.0,0,60.01
P1329,Metal,1322,High,Yes,Air,2.38,Minimalist Pouch,0.4,5,50,Electronics,43.28,80.0,1,44.23
P1330,Metal,1856,Medium,Yes,Land,3.341,Mushroom Foam,1.47,5,75,Industrial,20.38,26.5,1,28.99
P1331,Ceramic,420,Low,Yes,Sea,0.504,Bio Bubble Wrap,1.0,20,70,Home & Decor,87.99,50.0,1,57.9
P1332,Glass,1056,Medium,Yes,Air,1.584,Bio Bubble Wrap,0.66,15,70,Home & Decor,62.25,67.0,1,53.18
P1333,Glass,750,Low,No,Air,1.125,Bio Bubble Wrap,1.2,15,70,Home & Decor,73.19,40.0,0,49.71
P1334,Glass,217,Medium,Yes,Land,0.326,Bio Bubble Wrap,1.18,15,70,Home & Decor,92.23,41.0,1,55.67
P1335,Ceramic,1984,Low,Yes,Land,2.381,Bio Bubble Wrap,0.96,20,70,Home & Decor,43.26,52.0,1,44.98
P1336,Ceramic,1078,High,Yes,Air,1.294,Bio Bubble Wrap,0.64,20,70,Home & Decor,69.16,68.0,1,56.75
P1337,Ceramic,1712,Low,Yes,Land,2.054,Bio Bubble Wrap,0.98,20,70,Home & Decor,51.05,51.0,1,47.06
P1338,Paper,1040,Low,Yes,Sea,0.936,Paper Wrap,0.12,95,40,Food & Beverage,77.69,94.0,1,78.56
P1339,Glass,668,Low,Yes,Air,1.002,Bio Bubble Wrap,0.52,15,70,Home & Decor,76.12,74.0,1,59.09
P1340,Ceramic,287,Low,Yes,Sea,0.344,Bio Bubble Wrap,0.68,20,70,Home & Decor,91.8,66.0,1,63.04
P1341,Paper,646,Medium,Yes,Sea,0.581,Paper Wrap,0.24,95,40,Food & Beverage,86.15,88.0,1,79.6
P1342,Bioplastic,1980,Medium,No,Sea,1.386,Paper Wrap,0.36,80,40,Pharma & Health,66.97,82.0,0,68.59
P1343,Paper,1736,Medium,No,Air,1.562,Paper Wrap,0.32,95,40,Food & Beverage,62.77,84.0,0,71.58
P1344,Plastic,1165,Medium,Yes,Sea,2.446,Recycled Cardboard,0.67,10,65,Cosmetics,41.71,66.5,1,44.64
P1345,Paper,685,Low,Yes,Sea,0.617,Paper Wrap,0.23,95,40,Food & Beverage,85.3,88.5,1,79.46
P1346,Glass,719,Medium,Yes,Air,1.079,Bio Bubble Wrap,0.74,15,70,Home & Decor,74.29,63.0,1,55.79
P1347,Ceramic,454,Low,No,Sea,0.545,Bio Bubble Wrap,0.76,20,70,Home & Decor,87.01,62.0,0,60.6
P1348,Plastic,502,Medium,No,Land,1.054,Recycled Cardboard,0.79,10,65,Cosmetics,74.88,60.5,0,53.09
P1349,Plastic,549,Low,Yes,Air,1.153,Recycled Cardboard,0.32,10,65,E-Commerce,72.52,84.0,1,58.26
P1350,Glass,535,Medium,Yes,Air,0.802,Bio Bubble Wrap,1.11,15,70,Home & Decor,80.89,44.5,1,53.14
P1351,Ceramic,258,Low,Yes,Air,0.31,Bio Bubble Wrap,0.91,20,70,Home & Decor,92.61,54.5,1,60.41
P1352,Paper,527,Low,Yes,Sea,0.474,Paper Wrap,0.23,95,40,Food & Beverage,88.7,88.5,1,80.48
P1353,Plastic,918,Low,No,Sea,1.928,Recycled Cardboard,0.66,10,65,E-Commerce,54.05,67.0,0,48.46
P1354,Plastic,394,Low,Yes,Sea,0.827,Recycled Cardboard,0.54,10,65,E-Commerce,80.29,73.0,1,57.84
P1355,Plastic,1912,Medium,No,Sea,4.015,Recycled Cardboard,0.74,10,65,Cosmetics,4.31,63.0,0,32.54
P1356,Paper,1378,High,Yes,Land,1.24,Paper Wrap,0.37,95,40,Food & Beverage,70.45,81.5,1,73.26
P1357,Bioplastic,892,High,Yes,Air,0.624,Paper Wrap,0.23,80,40,Pharma & Health,85.13,88.5,1,75.66
P1358,Paper,1873,Low,Yes,Land,1.686,Paper Wrap,0.18,95,40,Food & Beverage,59.82,91.0,1,72.45
P1359,Bioplastic,1745,Low,Yes,Sea,1.222,Paper Wrap,0.28,80,40,Pharma & Health,70.88,86.0,1,70.76
P1360,Plastic,754,Low,Yes,Sea,1.583,Recycled Cardboard,0.76,10,65,E-Commerce,62.27,62.0,1,49.68
P1361,Glass,527,Medium,No,Land,0.79,Bio Bubble Wrap,0.65,15,70,Home & Decor,81.17,67.5,0,58.98
P1362,Glass,432,Medium,Yes,Land,0.648,Bio Bubble Wrap,0.94,15,70,Home & Decor,84.56,53.0,1,56.37
P1363,Ceramic,1785,Medium,Yes,Sea,2.142,Bio Bubble Wrap,0.94,20,70,Home & Decor,48.95,53.0,1,46.94
P1364,Plastic,1625,Medium,No,Land,3.413,Recycled Cardboard,0.67,10,65,Cosmetics,18.66,66.5,0,37.72
P1365,Metal,620,High,Yes,Air,1.116,Paper Wrap,0.14,5,40,Electronics,73.4,93.0,1,54.52
P1366,Glass,1094,Medium,Yes,Sea,1.641,Bio Bubble Wrap,1.0,15,70,Home & Decor,60.89,50.0,1,48.52
P1367,Plastic,1260,Medium,No,Sea,2.646,Recycled Cardboard,0.75,10,65,Cosmetics,36.94,62.5,0,42.21
P1368,Metal,1770,High,Yes,Sea,3.186,Minimalist Pouch,0.27,5,50,Electronics,24.07,86.5,1,40.1
